Cod,Ref,Ø INT,ØEXT. ,H,Grupo Tipo ,Marca,NCM,cest,tributação,unidade,Preco,Alfanumérico
5493PM,,32,40,6,,,,,,,#N/A,5493PM
5551PM,,40,48,8,,,,,,,#N/A,5551PM
5887PM,,42,50,6,,,,,,,#N/A,5887PM
7017PM,,45,53,8,,,,,,,#N/A,7017PM
6544PM,,40,47,6,,,,,,,#N/A,6544PM
8016PM,,40,"50,7","3,9",,,,,,,#N/A,8016PM
9053PM,,75,90,13,,,,,,,#N/A,9053PM
8094PM,,110,125,6,,,,,,,#N/A,8094PM
7587PM,,"57,15","73,02","6,35",,,,,,,#N/A,7587PM
5878PM,,22,32,"7,5",,,,,,,#N/A,5878PM
8238PM,,110,130,10,,,,,,,#N/A,8238PM
7432PM,,30,40,8,,,,,,,#N/A,7432PM
5561PM,18700625PM,5/8,1,3/16,,,,,,,"10,10",5561PM
3838PM,37506000PM,6,6 3/4,3/8,,,,,,,"189,05",3838PM
5246PM,18701000PM,1,1 3/8,3/16,,,,,,,"13,61",5246PM
5155PM,18701125PM,1 1/8,1 1/2,3/16,,,,,,,"11,99",5155PM
5112PM,18701250PM,1 1/4,1 5/8,3/16,,,,,,,"13,99",5112PM
1571PM,18701375PM,1 3/8,1 3/4,3/16,,,,,,,"15,87",1571PM
5147PM,18701500PM,1 1/2,1 7/8,3/16,,,,,,,"17,14",5147PM
1068PM,25001500PM,1 1/2,2,1/4,,,,,,,"17,04",1068PM
5159PM,18701625PM,1 5/8,2,3/16,,,,,,,"18,41",5159PM
1067PM,25002000PM,2,2 1/2,1/4,,,,,,,"23,44",1067PM
1621PM,31202375PM,2 3/8,3,5/16,,,,,,,"44,11",1621PM
1580PM,25002500PM,2 1/2,3,1/4,,,,,,,"26,83",1580PM
1567PM,25003000PM,3,3 1/2,1/4,,,,,,,"31,74",1567PM
1077PM,37503249PM,3 1/4,4,3/8,,,,,,,#N/A,1077PM
1587PM,31203375PM,3 3/8,4,5/16,,,,,,,"63,01",1587PM
1568PM,25003500PM,3 1/2,4,1/4,,,,,,,"40,81",1568PM
1638PM,37503750PM,3 3/4,4 1/2,3/8,,,,,,,"71,44",1638PM
3856PM,25004000PM,4,4 1/2,1/4,,,,,,,"49,16",3856PM
1586PM,37504250PM,4 1/4,5,3/8,,,,,,,"98,29",1586PM
3890PM,25004500PM,4 1/2,5,1/4,,,,,,,"55,44",3890PM
3801PM,31204500PM,4 1/2,5 1/8,5/16,,,,,,,"101,32",3801PM
1562PM,50005000PM,5,6,1/2,,,,,,,"231,91",1562PM
4534PM,25005750PM,5 3/4,6 1/4,1/4,,,,,,,"82,48",4534PM
4002PM,31205375PM,5 3/8,6,5/16,,,,,,,"77,14",4002PM
5701PM,623600984PM,25,37,6,,,,,,,"20,17",5701PM
5749PM,623601102PM,28,40,6,,,,,,,"19,82",5749PM
3039PM,637503937490PM,100,119,"12,5",,,,,,,"110,91",3039PM
6684,D0250,1/4,1/2,1/8,,,,,,,"3,53",6684
6733,D0312,5/16,9/16,1/8,,,,,,,"3,53",6733
6734,D0375,3/8,5/8,1/8,,,,,,,"3,53",6734
6735,D0437,7/16,11/16,1/8,,,,,,,"3,53",6735
5116,D0500,1/2,3/4,1/8,,,,,,,"3,53",5116
9976,D0562,9/16,13/16,1/8,,,,,,,"3,53",9976
5412,D0625,5/8,7/8,1/8,,,,,,,"3,53",5412
6363,D0687,11/16,15/16,1/8,,,,,,,"3,53",6363
5089,D0750,3/4,1 1/8,3/16,,,,,,,"3,53",5089
6563,D0812,13/16,1 3/16,3/16,,,,,,,"3,53",6563
5309,D0875,7/8,1 1/4,3/16,,,,,,,"3,53",5309
AG8156,D0937,15/16,1 5/16,3/16,,,,,,,"3,53",AG8156
5260,D1000,1,1 3/8,3/16,,,,,,,"3,53",5260
AG7278,D1062,1 1/16,1 7/16,3/16,,,,,,,"4,03",AG7278
5473,D1125,1 1/8,1 1/2,3/16,,,,,,,"4,03",5473
5115,D1187,1 3/16,1 9/16,3/16,,,,,,,"4,03",5115
1072,D1250,1 1/4,1 5/8,3/16,,,,,,,"4,03",1072
6562,D1312,1 5/16,1 11/16,3/16,,,,,,,"4,14",6562
5096,D1375,1 3/8,1 3/4,3/16,,,,,,,"4,23",5096
1085,D1500,1 1/2,1 7/8,3/16,,,,,,,"4,34",1085
1105,D1562,1 9/16,1 15/16,3/16,,,,,,,"4,54",1105
1566,D1625,1 5/8,2,3/16,,,,,,,"4,74",1566
1082,D1750,1 3/4,2 1/8,3/16,,,,,,,"5,04",1082
AG7247,D1812,1 13/16,2 3/16,3/16,,,,,,,"5,58",AG7247
1561,D1875,1 7/8,2 1/4,3/16,,,,,,,"5,35",1561
1086,D2000,2,2 1/2,1/4,,,,,,,"6,05",1086
6374,D2062,2 1/16,2 9/16,1/4,,,,,,,"6,25",6374
1132,D2125,2 1/8,2 5/8,1/4,,,,,,,"6,56",1132
6564,D2187,2 3/16,2 11/16,1/4,,,,,,,"6,86",6564
1088,D2250,2 1/4,2 3/4,1/4,,,,,,,"7,06",1088
1408,D2375,2 3/8,2 7/8,1/4,,,,,,,"7,26",1408
1087,D2500,2 1/2,3,1/4,,,,,,,"7,56",1087
6565,D2562,2 9/16,3 1/16,1/4,,,,,,,"7,86",6565
5148,D2625,2 5/8,3 1/8,1/4,,,,,,,"8,06",5148
1619,D2750,2 3/4,3 1/4,1/4,,,,,,,"8,37",1619
1593,D2875,2 7/8,3 3/8,1/4,,,,,,,"8,77",1593
1089,D3000,3,3 1/2,1/4,,,,,,,"9,08",1089
1879,D3125,3 1/8,3 5/8,1/4,,,,,,,"9,38",1879
1063,D3250,3 1/4,3 3/4,1/4,,,,,,,"9,68",1063
3089,D3375,3 3/8,3 7/8,1/4,,,,,,,"10,09",3089
1992,D3500,3 1/2,4,1/4,,,,,,,"10,59",1992
3473,D3625,3 5/8,4 1/8,1/4,,,,,,,"10,83",3473
1627,D3750,3 3/4,4 1/4,1/4,,,,,,,"11,10",1627
3474,D3875,3 7/8,4 3/8,1/4,,,,,,,"11,60",3474
1626,D4000,4,4 1/2,1/4,,,,,,,"12,61",1626
3475,D4125,4 1/8,4 5/8,1/4,,,,,,,"13,11",3475
3307,D4250,4 1/4,4 3/4,1/4,,,,,,,"13,61",3307
3087,D4375,4 3/8,4 7/8,1/4,,,,,,,"14,11",3087
3217,D4500,4 1/2,5 1/4,3/8,,,,,,,"32,77",3217
3476,D4625,4 5/8,5 3/8,3/8,,,,,,,"33,77",3476
3956,D4750,4 3/4,5 1/2,3/8,,,,,,,"35,29",3956
3964,D4875,4 7/8,5 5/8,3/8,,,,,,,"37,81",3964
4085,D5000,5,5 3/4,3/8,,,,,,,"39,32",4085
3794,D5125,5 1/8,5 7/8,3/8,,,,,,,"40,33",3794
3957,D5250,5 1/4,6,3/8,,,,,,,"42,86",3957
3958,D5375,5 3/8,6 1/8,3/8,,,,,,,"45,37",3958
3959,D5500,5 1/2,6 1/4,3/8,,,,,,,"48,46",3959
4086,D5625,5 5/8,6 3/8,3/8,,,,,,,"49,77",4086
3767,D5750,5 3/4,6 1/2,3/8,,,,,,,"50,41",3767
3836,D6000,6,6 3/4,3/8,,,,,,,"52,64",3836
3962,D6250,6 1/4,7,3/8,,,,,,,"53,80",3962
4503,D6500,6 1/2,7 1/4,3/8,,,,,,,"54,89",4503
3778,D6750,6 3/4,7 1/2,3/8,,,,,,,"55,45",3778
4463,D7000,7,7 3/4,3/8,,,,,,,"55,92",4463
4130,D7500,7 1/2,8 1/4,3/8,,,,,,,"57,43",4130
4504,D7750,7 3/4,8 1/2,3/8,,,,,,,"73,19",4504
4396,D8000,8,8 3/4,3/8,,,,,,,"78,62",4396
3117,D8249,8 1/4,9,1/4,,,,,,,"70,58",3117
3782,D8250,8 1/4,9,3/8,,,,,,,"90,74",3782
4395,D8500,8 1/2,9 1/4,3/8,,,,,,,"99,82",4395
4941,D10000,10,11,1/2,,,,,,,"139,50",4941
AG7119,,12,18,3,,,,,,,#N/A,AG7119
9817,,15,"18,5","2,2",,,,,,,#N/A,9817
5954,,16,23,3,,,,,,,#N/A,5954
9257,,17,23,"3,5",,,,,,,#N/A,9257
9375,,18,25,4,,,,,,,#N/A,9375
9830,,18,"25,4","3,2",,,,,,,#N/A,9830
5718,,20,26,"2,5",,,,,,,#N/A,5718
9942,,20,26,3,,,,,,,#N/A,9942
5967,D0788,20,"27,7","5,5",,,,,,,"6,77",5967
6617,,20,"28,3","3,7",,,,,,,#N/A,6617
5635,,"23,5",32,5,,,,,,,#N/A,5635
AG7088,,25,"29,5",2,,,,,,,#N/A,AG7088
5117,,25,33,4,,,,,,,#N/A,5117
5684,,25,33,"4,7",,,,,,,#N/A,5684
1066,,26,38,4,,,,,,,#N/A,1066
5961,,29,36,"2,5",,,,,,,#N/A,5961
5407,,30,37,"2,5",,,,,,,#N/A,5407
5388,,30,37,5,,,,,,,#N/A,5388
5330,,30,39,"4,5",,,,,,,#N/A,5330
5432,,32,39,"2,5",,,,,,,#N/A,5432
1079,,32,42,"3,5",,,,,,,#N/A,1079
9939,,36,41,"2,25",,,,,,,#N/A,9939
5773,,"38,2","48,2","4,3",,,,,,,#N/A,5773
1080,,39,48,"4,5",,,,,,,#N/A,1080
1065,,39,52,4,,,,,,,#N/A,1065
5550,,40,48,"4,5",,,,,,,#N/A,5550
5463,,41,48,"2,5",,,,,,,#N/A,5463
1822,,41,52,3,,,,,,,#N/A,1822
5321,,43,64,"3,2",,,,,,,#N/A,5321
3882,,45,"53,1",3,,,,,,,#N/A,3882
5806,,45,"55,3","3,75",,,,,,,#N/A,5806
AG8160,D1937,"49,21","58,73","4,76",,,,,,,"12,85",AG8160
5745,,50,"58,6",3,,,,,,,#N/A,5745
AG8439,,50,"58,6","5,3",,,,,,,#N/A,AG8439
5318,,50,60,"2,3",,,,,,,#N/A,5318
1841,,50,62,3,,,,,,,#N/A,1841
1442,,"50,8","63,5","6,35",,,,,,,#N/A,1442
1074,,51,58,"2,5",,,,,,,#N/A,1074
1073,,52,62,"4,8",,,,,,,#N/A,1073
1064,,52,65,4,,,,,,,#N/A,1064
1632,,54,67,7,,,,,,,#N/A,1632
5322,,55,64,"4,8",,,,,,,#N/A,5322
6058,,55,65,"5,3",,,,,,,#N/A,6058
5809,,60,68,4,,,,,,,#N/A,5809
AG8443,,60,68,"5,3",,,,,,,#N/A,AG8443
1605,,60,70,7,,,,,,,#N/A,1605
3592,,60,"70,6","5,5",,,,,,,#N/A,3592
AG7391,,62,72,"5,3",,,,,,,#N/A,AG7391
9370,,63,71,5,,,,,,,#N/A,9370
3058,,63,72,5,,,,,,,#N/A,3058
1592,,64,78,4,,,,,,,#N/A,1592
AG8404,,65,"73,6","5,3",,,,,,,#N/A,AG8404
6729,,65,75,7,,,,,,,#N/A,6729
1164,,70,80,"3,2",,,,,,,#N/A,1164
1848,,73,86,4,,,,,,,#N/A,1848
6138,,74,82,3,,,,,,,#N/A,6138
AG7079,,75,83,4,,,,,,,#N/A,AG7079
1591,,77,91,4,,,,,,,#N/A,1591
5425,,78,88,"3,3",,,,,,,#N/A,5425
3593,,78,"88,6","5,5",,,,,,,#N/A,3593
3059,,80,88,"4,5",,,,,,,#N/A,3059
6900,,85,93,4,,,,,,,#N/A,6900
3060,,85,94,5,,,,,,,#N/A,3060
4219,,"85,3","95,3",7,,,,,,,#N/A,4219
6086,,86,96,3,,,,,,,#N/A,6086
1641,,90,102,"6,3",,,,,,,#N/A,1641
6139,,"95,25","107,95",3,,,,,,,#N/A,6139
3594,,99,"109,6","5,5",,,,,,,#N/A,3594
3144,,110,122,6,,,,,,,#N/A,3144
4220,,"110,7","120,7",7,,,,,,,#N/A,4220
3064,,112,120,5,,,,,,,#N/A,3064
3595,,120,"130,6","5,5",,,,,,,#N/A,3595
3184,,127,139,"3,5",,,,,,,#N/A,3184
3068,,139,148,5,,,,,,,#N/A,3068
3596,,141,"151,6","5,5",,,,,,,#N/A,3596
3133,,143,153,5,,,,,,,#N/A,3133
3597,,162,"172,6","5,5",,,,,,,#N/A,3597
3134,,165,175,5,,,,,,,#N/A,3134
3119,,"171,45","184,15","6,35",,,,,,,#N/A,3119
4390,,178,"191,1","5,5",,,,,,,#N/A,4390
3598,,183,"193,6","5,5",,,,,,,#N/A,3598
3137,,"187,32","196,85",5,,,,,,,#N/A,3137
3599,,207,"217,6","5,5",,,,,,,#N/A,3599
3600,,231,"241,6","5,5",,,,,,,#N/A,3600
AX0161,,"231,7","247,5",8,,,,,,,#N/A,AX0161
AX0158,,"266,7","292,1",7,,,,,,,#N/A,AX0158
AX0160,,"273,5","298,5",10,,,,,,,#N/A,AX0160
AG8159,66D0709,18,25,"2,5",,,,,,,"3,53",AG8159
AG8162,66D0707,18,26,5,,,,,,,"4,31",AG8162
6558,66D0787,20,"27,15","2,5",,,,,,,"3,53",6558
AG8164,66D0789,20,28,"2,6",,,,,,,"3,53",AG8164
AG7010,66D0790,20,28,"3,9",,,,,,,"4,77",AG7010
6659,66D0788,20,"28,93","5,05",,,,,,,"4,31",6659
5958,66D0826,21,"30,33","3,25",,,,,,,"3,53",5958
5800,66D0866,22,"30,35",4,,,,,,,"3,53",5800
5044,66D1001,25,33,"2,8",,,,,,,"3,53",5044
6556,66D0984,25,"33,33","3,75",,,,,,,"3,94",6556
6851,66D1103,28,"36,33","3,75",,,,,,,"4,22",6851
6599,66D1102,28,"36,93","5,05",,,,,,,"4,31",6599
5149,66D1181,30,38,4,,,,,,,"3,07",5149
9624,66D1182,30,40,7,,,,,,,"6,13",9624
6660,66D1378,35,"43,83","5,05",,,,,,,"5,75",6660
6985,66D1418,36,"44,33","3,75",,,,,,,"5,55",6985
5636,66D1417,36,"44,93","5,05",,,,,,,"5,55",5636
6509,66D1575,40,48,"2,5",,,,,,,"4,54",6509
1078,6D1574,40,"50,3","6,35",,,,,,,"7,06",1078
5771,66D1653,42,"51,8","3,95",,,,,,,"6,70",5771
3879,66D1773,45,"53,3","3,75",,,,,,,"5,04",3879
5807,66D1772,45,"55,93","5,05",,,,,,,"7,31",5807
5808,66D1970,50,"58,32",4,,,,,,,"6,56",5808
6870,66D1971,50,60,5,,,,,,,"12,13",6870
1590,66D1968,50,63,6,,,,,,,"9,58",1590
1071,6D1967,50,"65,3","6,35",,,,,,,"10,09",1071
5810,66D2000,"50,8","62,33","5,29",,,,,,,"7,56",5810
5476,66D2165,55,"63,5",5,,,,,,,"8,06",5476
6375,6D2165,55,"67,96","6,07",,,,,,,"9,58",6375
AG7055,66D2205,56,"66,93","5,05",,,,,,,"10,11",AG7055
5811,66D2248,57,"70,1","6,3",,,,,,,"10,59",5811
1055,66D2362,60,"70,3","5,5",,,,,,,"9,08",1055
6756,66D2375,"60,33","70,6","4,76",,,,,,,"9,57",6756
6665,66D2500,"63,5",85,"5,5",,,,,,,"17,23",6665
5812,66D2755,70,"78,33","3,75",,,,,,,"10,59",5812
6819,66D2756,70,"78,33","5,05",,,,,,,"10,59",6819
AG8161,66D2951,75,85,8,,,,,,,"14,16",AG8161
1893A,66D3000,"76,2","87,3","4,76",,,,,,,"13,55",1893A
3804,66D3150,80,"92,2",7,,,,,,,"14,62",3804
4400,66D3357,"85,3","95,3",5,,,,,,,"16,35",4400
3953,66D3545,90,"99,8","4,5",,,,,,,"15,12",3953
4216,66D3544,90,"102,52","6,85",,,,,,,"14,59",4216
4953,66D3602,"91,5","102,5","7,3",,,,,,,"19,23",4953
6986,66D3622,92,"101,5",3,,,,,,,"16,67",6986
5813,66D3937,100,"108,33","5,05",,,,,,,"13,61",5813
5817,6D3937,100,"112,95","6,05",,,,,,,"14,62",5817
3129,66D4000,102,112,5,,,,,,,"14,62",3129
4123,66D4330,110,"122,2",7,,,,,,,"16,75",4123
4401,66D4360,"110,74","120,7",5,,,,,,,"20,91",4401
AG7103,66D4500,"114,3","127,53","6,87",,,,,,,"16,73",AG7103
4574,66D4725,120,134,5,,,,,,,"25,91",4574
3130,66D4875,"123,8",133,5,,,,,,,"18,15",3130
4507,66D4920,125,"137,33","5,25",,,,,,,"19,74",4507
AG8503,66D4922,125,"140,3","9,25",,,,,,,"37,81",AG8503
4021,66D5120,130,140,7,,,,,,,"20,01",4021
3080,66D5501,"139,7",153,"6,3",,,,,,,"27,72",3080
6376,66D5500,"139,7","153,33","6,87",,,,,,,"29,23",6376
6661,6D5905,150,"169,3","9,24",,,,,,,"57,43",6661
4435,66D6299,160,168,5,,,,,,,"34,30",4435
3082,66D6500,"165,1","178,7","6,35",,,,,,,"37,81",3082
4436,66D7320,"185,9","196,2",5,,,,,,,"45,37",4436
3084,66D7748,"196,8","210,4","6,35",,,,,,,"50,41",3084
3224,66D9122,"231,7","247,5","6,35",,,,,,,"60,50",3224
4350,66D12000,"304,8","336,5","12,65",,,,,,,"167,48",4350
6852,940/9593,"15,82","22,63","2,64",,,,,,,"3,53",6852
5184,940/9595,"19,05","25,4","2,5",,,,,,,"3,53",5184
5519,940/9596,20,27,"2,5",,,,,,,"3,53",5519
5768,940/9597,"22,2","29,3","2,64",,,,,,,"3,53",5768
5175,940/9599,25,32,"2,5",,,,,,,"3,53",5175
5769,940/95911,"28,5","35,6","2,64",,,,,,,"3,78",5769
5769PM,940/95911,"28,5","35,6","2,64",,,,,,,"3,78",5769PM
6662,940/95912,"30,1","37,21","2,64",,,,,,,"3,53",6662
5770,940/95915,"34,9","42,8","2,64",,,,,,,"5,04",5770
5772,940/95918,"41,22","49,2","2,64",,,,,,,"4,03",5772
6664,940/95919,"44,4","52,3","2,64",,,,,,,"4,79",6664
6663,940/95921,"50,75","58,65","2,64",,,,,,,"5,75",6663
6923,940/95922,"53,92","61,82","2,64",,,,,,,"6,56",6923
6619,940/95923,"57,1",65,"2,64",,,,,,,"7,06",6619
6977,940/95924,"60,27","68,17","2,64",,,,,,,"6,80",6977
6772,940/95925,"63,44","71,35","2,64",,,,,,,"8,62",6772
6978,940/95926,"66,62","76,09","3,02",,,,,,,"7,86",6978
4332,940/95927,"69,8","79,27","3,02",,,,,,,"12,56",4332
6210,940/95929,"76,12","85,65",3,,,,,,,"13,11",6210
6858,940/95930,"79,29","88,82","3,02",,,,,,,"12,07",6858
6528,940/95933,"88,82","98,34","3,02",,,,,,,"12,09",6528
6874,940/95934,92,"101,5","3,02",,,,,,,"16,67",6874
6976,940/95935,"95,17","104,69","3,02",,,,,,,"11,24",6976
6999,940/95938,"104,69","115,82","3,42",,,,,,,"12,67",6999
4958,940/95947,"133,27","144,38","3,43",,,,,,,"23,19",4958
AG7263,,"28,3","38,7","4,5",,,,,,,#N/A,AG7263
5876,,"31,75","38,1","4,76",,,,,,,#N/A,5876
5324,,"38,1","47,62",9,,,,,,,#N/A,5324
1157,,"44,45","53,98","7,3",,,,,,,#N/A,1157
1908,,"85,73","98,43","8,5",,,,,,,#N/A,1908
1909,,"101,6","114,3","8,5",,,,,,,#N/A,1909
6621,,16,22,"3,8",,,,,,,#N/A,6621
6855,,"19,05","25,4","4,4",,,,,,,#N/A,6855
5639,,22,32,"5,5",,,,,,,#N/A,5639
AG7223,,25,31,"5,1",,,,,,,#N/A,AG7223
5730,,28,36,"4,7",,,,,,,#N/A,5730
9560,,28,36,6,,,,,,,#N/A,9560
9869,,30,38,5,,,,,,,#N/A,9869
6979,,"31,75","41,27",5,,,,,,,#N/A,6979
AG7569,,32,40,6,,,,,,,#N/A,AG7569
6183,,35,45,"5,5",,,,,,,#N/A,6183
5638,,35,45,6,,,,,,,#N/A,5638
6233,,40,48,"4,7",,,,,,,#N/A,6233
6673,,40,50,"5,3",,,,,,,#N/A,6673
AG7360,,45,53,6,,,,,,,#N/A,AG7360
3092,,"46,8","57,15","5,3",,,,,,,#N/A,3092
6229,,50,58,"4,8",,,,,,,#N/A,6229
9127,,50,58,6,,,,,,,#N/A,9127
1976,,50,60,"5,5",,,,,,,#N/A,1976
6224,,60,70,"5,5",,,,,,,#N/A,6224
AG7048,,63,71,6,,,,,,,#N/A,AG7048
5276,,"63,5","76,2","6,5",,,,,,,#N/A,5276
6469,,65,75,"5,3",,,,,,,#N/A,6469
1977,,"69,9","82,6",7,,,,,,,#N/A,1977
AG7439,,70,80,"5,7",,,,,,,#N/A,AG7439
5901,,18,25,"3,5",,,,,,,#N/A,5901
4950PM,,60,68,4,,,,,,,#N/A,4950PM
6554,,20,28,4,,,,,,,#N/A,6554
AG7842,,75,83,4,,,,,,,#N/A,AG7842
9847,,"25,1","32,4",3,,,,,,,#N/A,9847
4951PM,,90,98,4,,,,,,,#N/A,4951PM
5882,,"25,4","33,34",4,,,,,,,#N/A,5882
4940PM,,105,113,4,,,,,,,#N/A,4940PM
5494,,32,40,4,,,,,,,#N/A,5494
5909,,36,44,4,,,,,,,#N/A,5909
5621,,38,46,4,,,,,,,#N/A,5621
AG8043,,40,"48,5",4,,,,,,,#N/A,AG8043
5886,,42,50,4,,,,,,,#N/A,5886
4189,,79,89,5,,,,,,,#N/A,4189
3620,,80,93,"6,6",,,,,,,#N/A,3620
AG8034,,90,102,"7,2",,,,,,,#N/A,AG8034
4190,,100,110,5,,,,,,,#N/A,4190
3621,,100,111,"6,6",,,,,,,#N/A,3621
3622,,118,130,"6,6",,,,,,,#N/A,3622
4191,,120,130,5,,,,,,,#N/A,4191
3623,,138,151,"6,6",,,,,,,#N/A,3623
4192,,140,150,5,,,,,,,#N/A,4192
3624,,160,173,"6,6",,,,,,,#N/A,3624
4193,,164,174,5,,,,,,,#N/A,4193
4194,,183,193,5,,,,,,,#N/A,4194
3625,,185,198,"6,6",,,,,,,#N/A,3625
4195,,207,217,5,,,,,,,#N/A,4195
3619,,212,225,"6,6",,,,,,,#N/A,3619
9882,,10,"15,3",2,,,,,,,#N/A,9882
1455,,"38,1","50,8",8,,,,,,,#N/A,1455
AG8153,,"12,7","25,4","6,35",,,,,,,#N/A,AG8153
1340,,"38,1","57,15","9,5",,,,,,,#N/A,1340
9782,,17,"23,5",3,,,,,,,#N/A,9782
6197,,40,50,3,,,,,,,#N/A,6197
AG8296,,18,25,6,,,,,,,#N/A,AG8296
4908,,40,50,5,,,,,,,#N/A,4908
5220,,19,"25,4","3,5",,,,,,,#N/A,5220
TCS0450,,40,52,6,,,,,,,#N/A,TCS0450
AG7204,,19,27,"4,5",,,,,,,#N/A,AG7204
5470,5470,40,55,9,,,,,,,#N/A,5470
9180,,19,"31,7","6,3",,,,,,,#N/A,9180
AG8045,,"41,28","53,98","7,94",,,,,,,#N/A,AG8045
TCS0278,,"19,05","25,4","3,18",,,,,,,#N/A,TCS0278
5931,,"41,3","47,62","3,2",,,,,,,#N/A,5931
AG7563,,"20,6","31,75",5,,,,,,,#N/A,AG7563
1537,,"41,3","50,8",5,,,,,,,#N/A,1537
6000,,"22,2","28,6","3,2",,,,,,,#N/A,6000
TCS0868,,43,52,"6,5",,,,,,,#N/A,TCS0868
5877,,"22,2","34,92",8,,,,,,,#N/A,5877
TCS0477,,"43,66","65,05","12,7",,,,,,,#N/A,TCS0477
5608,,25,32,4,,,,,,,#N/A,5608
1342,,44,57,"6,5",,,,,,,#N/A,1342
AG7502,,25,32,5,,,,,,,#N/A,AG7502
AG7589,,"44,45","50,8","3,2",,,,,,,#N/A,AG7589
AG8291,,25,35,"4,8",,,,,,,#N/A,AG8291
1986,,"44,45","61,9","9,5",,,,,,,#N/A,1986
TCS0329,,25,35,5,,,,,,,#N/A,TCS0329
4336,,"44,45","63,5","9,5",,,,,,,#N/A,4336
4362,,25,37,6,,,,,,,#N/A,4362
1454,,"44,5","57,15",8,,,,,,,#N/A,1454
AG7803,,"25,33","31,75","3,18",,,,,,,#N/A,AG7803
1536,,"44,5","63,5",8,,,,,,,#N/A,1536
5170,,"25,4","31,7","3,2",,,,,,,#N/A,5170
5171,,45,55,"3,2",,,,,,,#N/A,5171
5939,,"25,4","38,1",8,,,,,,,#N/A,5939
3775,,45,55,4,,,,,,,#N/A,3775
AG8293,,28,35,4,,,,,,,#N/A,AG8293
4891,,45,55,5,,,,,,,#N/A,4891
AG8293,,28,35,4,,,,,,,#N/A,AG8293
4909,,45,60,4,,,,,,,#N/A,4909
AG7668,,28,40,5,,,,,,,#N/A,AG7668
1969,,45,60,8,,,,,,,#N/A,1969
5960,,"28,6","34,9","3,2",,,,,,,#N/A,5960
6211,,46,70,"6,5",,,,,,,#N/A,6211
TCS0094,,"28,6","34,9","3,2",,,,,,,#N/A,TCS0094
TCS0609,,47,63,6,,,,,,,#N/A,TCS0609
9778,,"28,6",35,"2,5",,,,,,,#N/A,9778
AG7484,,"47,6",65,"9,5",,,,,,,#N/A,AG7484
6904,,"28,6",35,4,,,,,,,#N/A,6904
6112,,48,57,"5,5",,,,,,,#N/A,6112
5663,,"28,6","38,1",5,,,,,,,#N/A,5663
6809,,50,58,4,,,,,,,#N/A,6809
5231,,"28,6","41,3",9,,,,,,,#N/A,5231
6198,,50,60,4,,,,,,,#N/A,6198
TCS0825,,"30,2",42,6,,,,,,,#N/A,TCS0825
4836,,50,60,5,,,,,,,#N/A,4836
6830,,"31,75","42,92",5,,,,,,,#N/A,6830
3273,,50,63,4,,,,,,,#N/A,3273
1514,,"31,75","44,45",8,,,,,,,#N/A,1514
4916,,50,64,"7,9",,,,,,,#N/A,4916
5940,,"31,75","52,4","9,5",,,,,,,#N/A,5940
4931,,50,65,4,,,,,,,#N/A,4931
CX7866,,32,42,6,,,,,,,#N/A,CX7866
1923,,50,65,8,,,,,,,#N/A,1923
TCS0822,,32,42,6,,,,,,,#N/A,TCS0822
AG7346,,"50,8","60,3","4,76",,,,,,,#N/A,AG7346
9998,,32,45,"5,5",,,,,,,#N/A,9998
1505,,"50,8","60,3","6,4",,,,,,,#N/A,1505
9800,,"34,92","44,45","4,76",,,,,,,#N/A,9800
3477,,"50,8","60,3",7,,,,,,,#N/A,3477
6209,,"34,92","47,62",8,,,,,,,#N/A,6209
1344,,"50,8","63,5","6,5",,,,,,,#N/A,1344
5845,,35,42,"3,5",,,,,,,#N/A,5845
1453,,"50,8","63,5",8,,,,,,,#N/A,1453
TCS0908,,35,42,4,,,,,,,#N/A,TCS0908
1337,,"50,8","68,3","9,5",,,,,,,#N/A,1337
4963,,35,45,5,,,,,,,#N/A,4963
1531,,"50,8",70,5,,,,,,,#N/A,1531
AG7681,,35,45,7,,,,,,,#N/A,AG7681
6071,,52,65,8,,,,,,,#N/A,6071
5941,,38,54,8,,,,,,,#N/A,5941
AG7576,,"53,98","73,02","9,5",,,,,,,#N/A,AG7576
1384,,"38,1","50,8","6,4",,,,,,,#N/A,1384
6190,,54,"63,5",5,,,,,,,#N/A,6190
1950,,54,65,"3,2",,,,,,,#N/A,1950
4968,,75,85,6,,,,,,,#N/A,4968
4964,,55,70,6,,,,,,,#N/A,4964
4910,,75,90,5,,,,,,,#N/A,4910
4645,,56,70,"7,5",,,,,,,#N/A,4645
1450,,"76,2","88,9",8,,,,,,,#N/A,1450
1117,,56,71,9,,,,,,,#N/A,1117
AX0091,,80,90,"4,5",,,,,,,#N/A,AX0091
CX6984,,56,72,"6,5",,,,,,,#N/A,CX6984
3542,,80,90,7,,,,,,,#N/A,3542
AG7857,,"57,15","66,68","4,78",,,,,,,#N/A,AG7857
3191,,80,94,8,,,,,,,#N/A,3191
1452,,"57,15","69,85",8,,,,,,,#N/A,1452
1655,,80,95,5,,,,,,,#N/A,1655
AG7515,,"57,15",73,"6,35",,,,,,,#N/A,AG7515
1926,,80,100,10,,,,,,,#N/A,1926
1448,,"57,2","76,2","9,5",,,,,,,#N/A,1448
1388,,"82,55","95,25",8,,,,,,,#N/A,1388
AG7826,,"57,2","82,6","6,5",,,,,,,#N/A,AG7826
4666,,"82,55","98,43","7,94",,,,,,,#N/A,4666
