Código;Descrição;Preço
AG7263; RASPADOR TIPO K 28,30 X 38,70 X 4,50;9,548
AG7271; GAXETA AG 4 85,00 X 95,00 X 12,00;39,929
AG7299; GAXETA AG 4 36,00 X 44,00 X 8,00;8,847
AG7350; GAXETA AG 7 25,00 X 35,00 X 9,00;10,894
AG7360; RASPADOR TIPO RP-25 45,00 X 53,00 X 6,00;13,889
AG7390; GAXETA AG 4 62,00 X 72,00 X 10,00;28,648
AG7391; RASPADOR TIPO D 62,00 X 72,00 X 5,30;12,153
AG7393; GAXETA AG 4 47,00 X 57,00 X 6,00;18,378
AG7439; RASPADOR TIPO RP-25 70,00 X 80,00 X 5,70;25,093
AG7464; GAXETA AG 4 25,00 X 35,00 X 7,00;11,665
AG7557; GAXETA AG 4 28,00 X 36,00 X 7,30;15,598
AG7569; RASPADOR TIPO RP-25 32,00 X 40,00 X 6,00;15,253
AG7749; GAXETA AG 1 85,00 X 100,00 X 5,80;64,608
AG7842; RASPADOR TIPO DG 75,00 X 83,00 X 4,00;32,499
AG8034; RASPADOR TIPO E 90,00 X 102,00 X 7,20;55,504
AG8043; RASPADOR TIPO DG 40,00 X 48,50 X 4,00;7,431
AG8228; GAXETA AG 1 115,00 X 130,00 X 6,00;68,496
AG8262; GAXETA AG 4 15,90 X 20,10 X 2,80;11,064
AG8288; GAXETA AG 2 16,00 X 22,00 X 5,00;5,801
AG8301; GAXETA AG 7 25,40 X 34,98 X 4,76;6,164
AG8303; GAXETA AG 3 40,00 X 55,50 X 6,00;30,026
AG8306; GAXETA AG 4 15,90 X 20,50 X 7,00;19,280
AG8404; RASPADOR TIPO D 65,00 X 73,60 X 5,30;16,241
AG8439; RASPADOR TIPO D 50,00 X 58,60 X 5,30;13,554
AG8443; RASPADOR TIPO D 60,00 X 68,00 X 5,30;12,657
AG8463; GAXETA AG 1 55,00 X 70,50 X 6,40;33,217
AL100; ALICATE DE INSTALACAO 3/4 - 1.1/4;1.521,691
AL150; ALICATE DE INSTALACAO 1.3/8 - 1.7/8;1.521,691
AL200; ALICATE DE INSTALACAO 2 - 3;1.521,691
AX0146; GAX. AG 8 65,00 X 85,00 X 10,00 C/ ARR. ANTI-EXTR;41,300
AX0158; RASPADOR TIPO D 266,70 X 292,10 X 7,00;203,021
AX0159; GAX. 273,50 X 297,50 X 19,05 - (647310767-750);316,708
AX0160; RASPADOR TIPO D 273,50 X 298,50 X 10,00;226,222
AX0161; RASPADOR TIPO D 231,70 X 247,50 X 8,00;78,074
D-0250; RAPADOR 1/4 X 1/2 X 1/8;3,868
D-0312; RASPADOR 5/16 X 9/16 X 1/8;3,868
D-0375; RASPADOR 3/8 X 5/8 X 1/8;3,868
D-0437; RASPADOR 7/16 X 11/16 X 1/8;3,868
D-0500; RASPADOR 1/2 X 3/4 X 1/8;3,868
D-0562; RASPADOR 9/16 X 13/16 X 1/8;3,868
D-0625; RASPADOR 5/8 X 7/8 X 1/8;3,868
D-0687; RASPADOR 11/16 X 15/16 X 1/8;3,868
D-0750; RASPADOR 3/4 X 1.1/8 X 3/16;3,868
D-0788; RASPADOR TIPO D 20,00 X 27,70 X 5,50/6,80;7,424
D-0812; RASPADOR 13/16 X 1.3/16 X 3/16;3,868
D-0875; RASPADOR 7/8 X 1.1/4 X 3/16;3,868
D-0937; RASPADOR 15/16 X 1.5/16 X 3/16;3,868
D-1000; RASPADOR 1 X 1.3/8 X 3/16;3,868
D-10000; RASPADOR 10 X 11 X 1/2;153,044
D-1062; RASPADOR 1.1/16 X 1.7/16 X 3/16;4,426
D-1125; RASPADOR 1.1/8 X 1.1/2 X 3/16;4,426
D-1187; RASPADOR 1.3/16 X 1.9/16 X 3/16;4,426
D-1250; RASPADOR 1.1/4 X 1.5/8 X 3/16;4,426
D-1312; RASPADOR 1.5/16 X 1.11/16 X 3/16;4,539
D-1375; RASPADOR 1.3/8 X 1.3/4 X 3/16;4,643
D-1500; RASPADOR 1.1/2 X 1.7/8 X 3/16;4,759
D-1562; RASPADOR 1.9/16 X 1.15/16X 3/16;4,976
D-1625; RASPADOR 1.5/8 X 2 X 3/16;5,198
D-1750; RASPADOR 1.3/4 X 2.1/8 X 3/16;5,525
D-1812; RASPADOR 1.13/16 X 2.3/16 X 3/16;6,116
D-1875; RASPADOR 1.7/8 X 2.1/4 X 3/16;5,868
D-1937; RASPADOR TIPO D 49,21 X 58,73 X 4,76/7,00;14,102
D-2000; RASPADOR 2 X 2.1/2 X 1/4;6,641
D-2062; RASPADOR 2.1/16 X 2.9/16 X 1/4;6,861
D-2125; RASPADOR 2.1/8 X 2.5/8 X 1/4;7,192
D-2187; RASPADOR 2.3/16 X 2.11/16 X 1/4;7,522
D-2250; RASPADOR 2.1/4 X 2.3/4 X 1/4;7,744
D-2375; RASPADOR 2.3/8 X 2.7/8 X 1/4;7,966
D-2375H; RASPADOR 2.3/8 X 2.7/8 X 1/4 PU AMARELO;22,301
D-2500; RASPADOR 2.1/2 X 3 X 1/4;8,298
D-2562; RASPADOR 2.9/16 X 3.1/16 X 1/4;8,619
D-2625; RASPADOR 2.5/8 X 3.1/8 X 1/4;8,847
D-2750; RASPADOR 2.3/4 X 3.1/4 X 1/4;9,181
D-2875; RASPADOR 2.7/8 X 3.3/8 X 1/4;9,624
D-3000; RASPADOR 3 X 3.1/2 X 1/4;9,959
D-3125; RASPADOR 3.1/8 X 3.5/8 X 1/4;10,287
D-3250; RASPADOR 3.1/4 X 3.3/4 X 1/4;10,622
D-3375; RASPADOR 3.3/8 X 3.7/8 X 1/4;11,066
D-3500; RASPADOR 3.1/2 X 4 X 1/4;11,612
D-3625; RASPADOR 3.5/8 X 4.1/8 X 1/4;11,886
D-3750; RASPADOR 3.3/4 X 4.1/4 X 1/4;12,172
D-3875; RASPADOR 3.7/8 X 4.3/8 X 1/4;12,723
D-4000; RASPADOR 4 X 4.1/2 X 1/4;13,833
D-4125; RASPADOR 4.1/8 X 4.5/8 X 1/4;14,382
D-4250; RASPADOR 4.1/4 X 4.3/4 X 1/4;14,928
D-4375; RASPADOR 4.3/8 X 4.7/8 X 1/4;15,484
D-4500; RASPADOR 4.1/2 X 5.1/4 X 3/8;35,953
D-4625; RASPADOR 4.5/8 X 5.3/8 X 3/8;37,053
D-4750; RASPADOR 4.3/4 X 5.1/2 X 3/8;38,719
D-4875; RASPADOR 4.7/8 X 5.5/8 X 3/8;41,479
D-5000; RASPADOR 5 X 5.3/4 X 3/8;43,140
D-5125; RASPADOR 5.1/8 X 5.7/8 X 3/8;44,242
D-5250; RASPADOR 5.1/4 X 6 X 3/8;47,017
D-5375; RASPADOR 5.3/8 X 6.1/8 X 3/8;49,779
D-5500; RASPADOR 5.1/2 X 6.1/4 X 3/8;53,166
D-5625; RASPADOR 5.5/8 X 6.3/8 X 3/8;54,603
D-5750; RASPADOR 5.3/4 X 6.1/2 X 3/8;55,303
D-6000; RASPADOR 6 X 6.3/4 X 3/8;57,747
D-6250; RASPADOR 6.1/4 X 7 X 3/8;59,023
D-6500; RASPADOR 6.1/2 X 7.1/4 X 3/8;60,221
D-6750; RASPADOR 6.3/4 X 7.1/2 X 3/8;60,838
D-7000; RASPADOR 7 X 7.3/4 X 3/8;61,349
D-7500; RASPADOR 7.1/2 X 8.1/4 X 3/8;63,006
D-7750; RASPADOR 7.3/4 X 8.1/2 X 3/8;80,296
D-8000; RASPADOR 8 X 8.3/4 X 3/8;86,251
D-8249; RASPADOR 8.1/4 X 9 X 1/4;77,430
D-8250; RASPADOR 8.1/4 X 9 X 3/8;99,552
D-8500; RASPADOR 8.1/2 X 9.1/4 X 3/8;109,512
50000; GAXETA AG 4 100,00 X 115,00 X 10,00 - GSK;117,749
50001; GAXETA AG 4 95,00 X 110,00 X 10,00 - GSK;103,833
50002; GAXETA AG 4 70,00 X 85,00 X 12,00 - GSK;71,846
50003; GAXETA AG 4 80,00 X 95,00 X 12,00 - GSK;79,053
50004; GAXETA AG 4 85,00 X 100,00 X 10,00 - GSK;77,136
50006; GAXETA AG 4 80,00 X 95,00 X 10,00 - GSK;73,067
50007; GAXETA AG 4 70,00 X 83,00 X 10,00 - GSK;70,388
50008; GAXETA AG 4 69,85 X 82,55 X 8,00 - GSK;55,457
50009; GAXETA AG 4 63,50 X 76,20 X 10,00 - GSK;45,733
50010; GAXETA AG 4 44,45 X 53,98 X 6,35 - GSK;25,340
50012; GAXETA AG 4 80,00 X 93,00 X 10,00 - GSK;72,484
50013; GAXETA AG 4 57,15 X 69,85 X 9,53 - GSK;41,775
50014; GAXETA AG 4 38,10 X 50,80 X 9,53 - GSK;26,489
50015; GAXETA AG 4 50,80 X 63,50 X 10,00 - GSK;37,826
50016; GAXETA AG 4 31,75 X 44,45 X 9,53 - GSK;31,241
50017; GAXETA AG 4 44,45 X 57,15 X 9,52 - GSK;31,595
50018; GAXETA AG 4 50,00 X 65,00 X 10,00 - GSK;53,122
50019; GAXETA AG 4 56,00 X 71,00 X 10,00 - GSK;63,345
50020; GAXETA AG 4 63,50 X 76,20 X 9,53 - GSK;45,733
50021; GAXETA AG 4 75,00 X 88,00 X 10,00 - GSK;66,861
50022; GAXETA AG 4 45,00 X 60,00 X 10,00 - GSK;36,253
50023; GAXETA AG 4 50,80 X 63,50 X 9,53 - GSK;37,826
50024; GAXETA AG 4 60,00 X 73,00 X 10,00 - GSK;43,061
50025; GAXETA AG 4 50,00 X 63,00 X 10,00 - GSK;48,439
50026; GAXETA AG 4 55,00 X 68,00 X 10,00 - GSK;49,559
50027; GAXETA AG 4 41,28 X 53,98 X 9,53 - GSK;36,228
50028; GAXETA AG 4 57,15 X 69,85 X 10,00 - GSK;41,775
50029; GAXETA AG 4 56,00 X 66,00 X 7,30 - GSK;36,040
50030; GAXETA AG 4 63,00 X 78,00 X 12,50 - GSK;72,171
50031; GAXETA AG 4 69,85 X 82,55 X 9,53 - GSK;63,345
50032; GAXETA AG 4 38,10 X 50,80 X 10,00 - GSK;32,685
50033; GAXETA AG 4 50,00 X 60,00 X 7,30 - GSK;32,942
50034; GAXETA AG 4 55,00 X 68,00 X 8,00 - GSK;43,909
50035; GAXETA AG 4 65,00 X 78,00 X 10,00 - GSK;63,501
50036; GAXETA AG 4 76,20 X 88,90 X 10,00 - GSK;66,861
50037; GAXETA AG 4 55,00 X 70,00 X 11,40 - GSK;61,517
50038; GAXETA AG 4 85,00 X 100,00 X 9,00 - GSK;77,136
50039; GAXETA AG 4 70,00 X 85,00 X 9,00 - GSK;66,867
50040; GAXETA AG 4 100,00 X 115,00 X 9,00 - GSK;117,089
50041; GAXETA AG 4 110,00 X 125,00 X 9,00 - GSK;136,874
50043; GAXETA AG 4 63,00 X 79,00 X 10,00 - GSK;68,735
50044; GAXETA AG 4 80,00 X 95,00 X 9,00 - GSK;73,067
50045; GAXETA AG 4 95,00 X 110,00 X 9,00 - GSK;94,742
50046; GAXETA AG 4 75,00 X 85,00 X 6,00 - GSK;50,699
50047; GAXETA AG 4 95,00 X 115,00 X 12,00 - GSK;101,357
50048; GAXETA AG 4 80,00 X 90,00 X 7,00 - GSK;50,705
50049; GAXETA AG 4 90,00 X 105,00 X 9,00 - GSK;91,792
50050; GAXETA AG 4 40,00 X 50,00 X 7,10 - GSK;25,340
50051; GAXETA AG 4 70,00 X 85,00 X 10,50 - GSK;70,388
50052; GAXETA AG 4 50,00 X 65,00 X 11,00 - GSK;50,700
50053; GAXETA AG 4 45,00 X 55,00 X 7,30 - GSK;23,734
50054; GAXETA AG 4 63,00 X 73,00 X 8,70 - GSK;42,513
50055; GAXETA AG 4 32,00 X 40,00 X 5,70 - GSK;17,616
50056; GAXETA AG 4 125,00 X 140,00 X 10,90 - GSK;153,411
50057; GAXETA AG 4 60,00 X 75,00 X 11,50 - GSK;46,559
50058; GAXETA AG 4 60,00 X 75,00 X 10,00 - GSK;70,635
50059; GAXETA AG 4 65,00 X 80,00 X 12,00 - GSK;70,635
50060; GAXETA AG 4 30,00 X 40,00 X 8,00 - GSK;22,130
50061; GAXETA AG 4 60,00 X 70,00 X 6,00 - GSK;36,708
50062; GAXETA AG 4 90,00 X 105,00 X12,00 - GSK;96,063
50063; GAXETA AG 4 35,00 X 45,00 X 7,00 - GSK;22,150
50064; GAXETA AG 4 45,00 X 60,00 X 12,00 - GSK;41,686
50065; GAXETA AG 4 35,00 X 45,00 X 10,00 - GSK;29,615
50066; GAXETA AG 4 100,00 X 120,00 X 14,50 - GSK;133,518
50067; GAXETA AG 4 50,00 X 60,00 X 6,00 - GSK;39,196
50068; GAXETA AG 4 31,75 X 41,28 X 7,94 - GSK;28,916
50069; GAXETA AG 4 105,00 X 125,00 X 12,00 - GSK;134,318
50070; GAXETA AG 4 82,55 X 95,25 X 9,53 - GSK;73,067
50071; GAXETA AG 4 105,00 X 120,00 X 10,00 - GSK;121,235
50072; GAXETA AG 4 115,00 X 130,00 X 10,00 - GSK;137,806
6513; GUARN. AMORT. RP-08 PU 28,00 X 40,00 X 3,80;6,507
6545; GUARN. AMORT. RP-08 PU 16,00 X 22,00 X 2,50;3,717
6730; GUARN. AMORT. RP-08 PU 16,00 X 22,00 X 7,00;4,186
AG; 7-4065 GAXETA PNEUM. PU 80,00 X 100,00 X 10,00;44,613
AG; 7-4317 GAXETA PNEUM. PU 140,00 X 160,00 X 8,25;51,107
AG; 7-6913 GAXETA PNEUM. PU 43,50 X 56,50 X 8,00;12,087
AG; 7-6914 GAXETA PNEUM. PU 37,00 X 50,00 X 5,00;10,223
AG; 7-6915 GAXETA PNEUM. PU 50,00 X 67,00 X 8,40;20,637
AG; 7-6916 GAXETA PNEUM. PU 47,00 X 62,00 X 7,20;14,868
AG; 7-6917 GAXETA PNEUM. PU 47,60 X 63,50 X 8,00;17,662
AG; 7-9793 GAXETA PNEUM. PU 16,00 X 22,00 X 3,00;12,087
AG; 7-AG7092 GAX. PNEUM. AG 7 PU 45,00 X 60,00 X 8,00;17,662
AG; 7-AG7093 GAXETA PNEUM. PU 40,00 X 50,00 X 4,50;10,223
AG24-6754; GAXETA PNEUM. PU 24,00 X 32,00 X 3,20;6,136
CWU; 032-13 GAXETA BORR. AG 6 23,20 X 32,00 X 5,50;5,277
CWU; 032-A GUARN. AMORT. RP-08 BORR. 15,20 X 22,00 X 6,00;3,017
CWU; 040-13 GAXETA BORR. AG 6 30,00 X 40,00 X 6,50;3,770
CWU; 040-A GUARN. AMORT. RP-08 BORR. 20,00 X 28,00 X 6,00;3,241
CWU; 050-13 GAX. BORR. AG 6 40,00 X 50,00 X 6,50;3,770
CWU; 050-A GUARN. AMORT. RP-08 BORR. 28,00 X 36,00 X 6,50;3,617
CWU; 062-13 GAXETA PU AG 1 48,00 X 62,00 X 8,00;13,009
CWU; 063-13 GAXETA BORR. AG 6 52,50 X 63,00 X 6,50;6,036
CWU; 080-13 GAXETA BORR. AG 6 70,00 X 80,00 X 6,50;11,311
CWU; 080-A GUARN. AMORT. RP-08 BORR. 35,00 X 44,70 X 6,50;3,770
CWU; 100-13 GAXETA BORR. AG 6 84,70 X 100,00 X 10,00;27,915
CWU; 125-13 GAXETA BORR. AG 6 110,50 X 125,0 X 10,00;32,441
CWU; 125-A GUARN. AMORT.RP-08 BORR. 40,30 X 50,30 X 7,00;4,147
E4-125; GAXETA PNEUM. 105 X 125 X 8,25;41,829
E4-3224; GAXETA AG 3 SERIE MINI ISO 24,00 X 32,00 X 3,50;5,763
E4-4030; GAXETA AG 3 SERIE MINI ISO 30,00 X 40,00 X 7,00;7,431
E4-5040; GAXETA AG 3 SERIE MINI ISO 40,00 X 50,00 X 7,00;8,367
E4-6353; GAXETA AG 3 SERIE MINI ISO 53,00 X 63,00 X 7,00;13,009
E4-8068; GAXETA PNEUM. 68 X 80 X 8,5;16,737
E4-A088; GAXETA PNEUM. 88 X 100 X 8,5;18,589
EL-0040; RASP. KDG PU SERIE MINI ISO 4,00 X 8.20 X 3,00;3,717
EL-0058; RASP. KDG PU SERIE MINI ISO 6,00 X 11,20 X 3,60;3,717
EL-0082; RASP. KDG PU SERIE MINI ISO 8,00 X 14,20 X 3,60;3,717
EL-1016; RASP. KDG PU SERIE MINI ISO 10,00 X 16,20 X 4,20;4,644
EM-0609; RASP. RP-25 SERIE COMPACTA 6,00 X 9,00 X 2,70;3,717
EM-0609-P5010; RASPADOR SERIE COMPACTO 6 X 9 X 2,7;3,717
EM-0811; RASP. RP-25 SERIE COMPACTA 8,00 X 11,50 X 3,00;3,717
EM-0811-P5010; RASPADOR SERIE COMPACTO 8 X 11,5 X 3;3,717
EM-1014; RASP. RP-25 SERIE COMPACTA 10,00 X 14,00 X 3,40;3,717
EM-1014-85010; RASP. RP-25 SERIE COMPACTA 10,00 X 14,00 X 3,40;3,717
EM-1214; RASP. RP-25 SERIE COMPACTA 12,00 X 16,50 X 3,70;4,186
EM-1214-P5010; RASP. RP-25 SERIE COMPACTA 12,00 X 16,50 X 3,70;4,186
EM-1620; RASPADOR SERIE COMPACTO 16 X 20,5 X 3,7;4,186
EM-1620-P5010; RASPADOR SERIE COMPACTO 16 X 20,5 X 3,7;4,186
EM-2025; RASP. RP-25 S. COMPACTA 20,00 X 25,00 X 4,15;4,644
EM-2025-P5010; RASP. RP-25 S. COMPACTA 20,00 X 25,00 X 4,15;4,644
EM-2530; RASP. RP-25 SERIE COMPACTA 25,00 X 30,00 X 4,15;4,925
EM-2530-P5010; RASP. RP-25 SERIE COMPACTA 25,00 X 30,00 X 4,15;4,925
EU-1222; GAXETA AG25 PU 12,00 X 22,00 X 10,70;7,431
EU-1626; GAXETA AG25 PU 16,00 X 26,00 X 10,70;8,367
EU-2029; GAXETA PNEUM. 20 X 30 X 10,7;9,296
EU-2535; GAXETA AG25 25,00 X 35,00 X 11,20;10,317
EU-3040; GAXETA AG25 PU 30,00 X 40,00 X 11,20;14,315
EU-32; GUARNICAO COMPOSTA 32 X 43 X 11;18,589
EU-3242; GAXETA AG25 PU 32,00 X 42,00 X 11,20;18,589
EU-4050; GAXETA AG25 PU 40,00 X 50,00 X 11,20;21,379
K032-461; REPARO CIL. ISO 32 WERK-SCHOTT;33,599
K040-461; REPARO CIL. ISO 40 WERK-SCHOTT;39,566
K050-461; REPARO CIL. ISO 50 WERK- SCHOTT;44,392
K063-461; REPARO CIL. ISO 63 WERK-SCHOTT;55,063
K080-461; REPARO CIL. ISO 80 WERK-SCHOTT;69,257
K100-461; REPARO CIL. ISO 100 WERK-SCHOTT;75,295
KCWU160-461; REPARO;175,744
P1E-6KRO; REPARO CIL. ISO 32 MM;27,556
P1E-6LRO; REPARO CIL. ISO 40MM;33,272
P1E-6MRM; REPARO CIL. ISO 50MM;37,874
P1E-6NRM; REPARO CIL. ISO 63MM;47,744
P1E-6PRM; REPARO CIL. ISO 80MM;62,736
P1E-6QRM; REPARO CIL. ISO 100MM;65,939
P1E-K125481; REPARO CIL. ISO 125 MM;173,148
PC4A; REPARO PNEUM. CIL. 4" ANTIGO;108,996
PP-1622; GUARN. AMORT. RP-08 PU 16,00 X 22,00 X 5,20;3,717
PP-2028; GUARN. AMORT. RP-08 PU 20,00 X 28,00 X 7,00;4,459
PP-2533; GUARN. AMORT. RP-08 PU 25,00 X 33,00 X 7,00;5,201
PP-3040; GUARN. AMORT. RP-08 PU 30,00 X 40,00 X 6,2/7,80;8,367
PP-3646; GUARN. AMORT. RP-08 PU 36,00 X 46,00 X 7,80;7,431
PP-4050; GUARN. AMORT. RP-08 PU 40,00 X 50,00 X 7,00;8,924
PP-5060; GUARN. AMORT. RP-08 PU 50,00 X 60,00 X 7,00;13,009
PZ-1207; GUARN. EMBOLO TIPO Z BORR. 7,00 X 12,00 X 2,50;3,017
PZ-1605; GUARN. EMBOLO TIPO Z BORR. 9,00 X 16,00 X 2,50;3,017
PZ-4031; GUARN. EMBOLO TIPOZ BORR. 31,00 X 40,00 X 3,00;3,467
Z8-1006; GAXETA AG 3 SERIE MINI ISO 6,00 X 10,00 X 2,60;3,717
Z8-1207; GAXETA AG 3 SERIE MINI ISO 7,00 X 12,00 X 2,60;3,994
Z8-1610; GAXETA AG 3 SERIE MINI ISO 10,00 X 16,00 X 2,60;4,274
Z8-2014; GAXETA AG 3 SERIE MINI ISO 14,00 X 20,00 X 2,60;4,555
Z8-2519; GAXETA AG 3 SERIE MINI ISO 19,00 X 25,00 X 3,20;4,925
Z8-3224; GAXETA AG 3 SERIE MINI ISO 24,00 X 32,00 X 3,50;5,763
Z8-3426; GAXETA AG3 SERIE MINI ISO 26,00 X 34,00 X 3,50;10,223
Z8-4436; GAXETA AG 3 SERIE MINI ISO 36,00 X 44,00 X 3,50;13,009
Z8-C505; GAXETA PNEUM. 105 X 125 X 8,50;41,829
1073PM; RASPADOR TIPO D 52,00 X 62,00 X 4,80 POLYMAX;22,123
12500312-250PM; GAXETA 5/16 X 9/16 X 1/4 POLYMAX;11,069
12500437-250PM; GAXETA 7/16 X 11/16 X 1/4 POLYMAX;12,907
12500500-250BS; GAXETA AG 4 1/2 X 3/4 X 1/4 POLYMAX;15,854
12500625-250BS; GAX. AG 4 5/8 X 7/8 X 1/4 POLYMAX;11,652
12500625-250PM; GAXETA 5/8 X 7/8 X 1/4 POLYMAX;8,549
12500750-250BS; GAXETA 3/4 X 1 X 1/4 POLYMAX;18,574
12500750-250PM; GAXETA 3/4 X 1 X 1/4 POLYMAX;12,795
12500875-250PM; GAXETA 7/8 X 1.1/8 X 1/4 POLYMAX;12,795
12501000-187BS; GAXETA AG 4 1 X 1.1/4 X 3/16 POLYMAX;13,148
12501000-187PM; GAXETA 1 X 1.1/4 X 3/16 POLYMAX;12,035
12501000-250BS; GAXETA AG 4 1 X 1.1/4 X 1/4 POLYMAX;11,835
12501000-250PM; GAXETA 1 X 1.1/4 X 1/4 POLYMAX;12,156
12501125-187PM; GAXETA 1.1/8 X 1.3/8 X 3/16 POLYMAX;12,795
12501125-250PM; GAXETA 1.1/8 X 1.3/8 X 1/4 POLYMAX;15,215
12501250-187BS; GAX. AG 4 1.1/4 X 1.1/2 X 3/16 POLYMAX;15,929
12501250-250BS; GAX. AG 4 1.1/4 X 1.1/2 X 1/4 POLYMAX;17,510
12501250-250PM; GAXETA 1.1/4 X 1.1/2 X 1/4 POLYMAX;15,358
12501375-250BS; GAX. AG 4 1.3/8 X 1.5/8 X 1/4 POLYMAX;21,593
12501500-250PM; GAXETA 1.1/2 X 1.3/4 X 1/4 POLYMAX;19,072
12501750-185PM; GAXETA 1.3/4 X 2 X 3/16 POLYMAX;22,594
1319PM; GAXETA AG 2 38,10 X 57,15 X 12,70 POLYMAX;42,235
1320PM; GAXETA AG 2 47,00 X 72,00 X 15,50 POLYMAX;84,452
1321PM; GAXETA AG 4 63,50 X 76,20 X 10,00 POLYMAX;41,574
1323PM; GAXETA AG 4 38,00 X 48,00 X 7,00 POLYMAX;18,176
1324PM; GAXETA AG 4 50,80 X 63,50 X 10,00 POLYMAX;34,386
1325PM; GAXETA AG 4 57,15 X 69,85 X 10,00 POLYMAX;37,978
15601000-312BS; GAXETA AG 4 1 X 1.5/16 X 5/16 POLYMAX;14,382
1792PM; GAXETA AG 1 55,00 X 70,00 X 9,20 POLYMAX;42,184
18700625PM; GAXETA 5/8 X 1 X 3/16 POLYMAX;11,081
18701000-312BS; GAX. AG 4 1 X 1.3/8 X 5/16 POLYMAX;10,778
18701000-312PM; GAXETA 1 X 1.3/8 X 5/16 POLYMAX;13,833
18701000PM; GAXETA 1 X 1.3/8 X 3/16 POLYMAX;14,934
18701125PM; GAXETA 1 1/8 X 1 1/2 X 3/16 POLYMAX;13,148
18701187-312PM; GAXETA 1.3/16 X 1.9/16 X 5/16 POLYMAX;15,227
18701250-312BS; GAX. AG 4 1.1/4 X 1.5/8 X 5/16 POLYMAX;18,463
18701250-312PM; GAXETA 1.1/4 X 1.5/8 X 5/16 POLYMAX;16,638
18701250-375PM; GAXETA 1.1/4 X 1.5/8 X 3/8 POLYMAX;18,024
18701250PM; GAXETA 1.1/4 X 1.5/8 X 3/16 POLYMAX;15,349
18701375-312PM; GAXETA 1.3/8 X 1.3/4 X 5/16 POLYMAX;17,399
18701375PM; GAXETA 1 3/8 X 1 3/4 X 3/16 POLYMAX;17,416
18701500-312PM; GAXETA 1.1/2 X 1.7/8 X 5/16 POLYMAX;19,656
18701500-375BS; GAX. AG 4 1.1/2 X 1.7/8 X 3/8 POLYMAX;22,185
18701500-375PM; GAXETA 1.1/2 X 1.7/8 X 3/8 POLYMAX;21,748
18701500PM; GAXETA 1.1/2 X 1.7/8 X 3/16 POLYMAX;18,808
18701625-312PM; GAXETA 1.5/8 X 2 X 5/16 POLYMAX;25,868
18701625-375BS; GAX. AG 4 1.5/8 X 2 X 3/8 POLYMAX;24,081
18701625-375PM; GAXETA 1.5/8 X 2 X 3/8 POLYMAX;23,548
18701625PM; GAXETA 1.5/8 X 2 X 3/16 POLYMAX;20,199
18701750-250BS; GAX. AG 4 1.3/4 X 2.1/8 X 1/4 POLYMAX;23,038
18701750-312PM; GAXETA 1.3/4 X 2.1/8 X 5/16 POLYMAX;21,253
18701750-375BS; GAX. AG 4 1.3/4 X 2.1/8 X 3/8 POLYMAX;32,005
18701750-375PM; GAXETA 1.3/4 X 2.1/8 X 3/8 POLYMAX;23,407
18701812-375PM; GAXETA 1.13/16 X 2.3/16 X 3/8 POLYMAX;25,386
18701875-375PM; GAXETA 1.7/8 X 2.1/4 X 3/8 POLYMAX;26,746
18702000-312BS; GAXETA AG 4 2 X 2.3/8 X 5/16 POLIMAX;29,715
18702000-375PM; GAXETA 2 X 2.3/8 X 3/8 POLYMAX;28,280
18702125-375PM; GAXETA 2.1/8 X 2.1/2 X 3/8 POLYMAX;31,350
18702125PM; GAXETA 2.1/8 X 2.1/2 X 3/16 POLYMAX;21,723
18702250-375PM; GAXETA 2.1/4 X 2.5/8 X 3/8 POLYMAX;31,999
18702375-375PM; GAXETA 2.3/8 X 2.3/4 X 3/8 POLYMAX;33,395
18702500-312BS; GAX. AG 4 2.1/2 X 2.7/8 X 5/16 POLYMAX;46,589
18702500-375PM; GAXETA 2.1/2 X 2.7/8 X 3/8 POLYMAX;34,938
18702625-375PM; GAXETA 2.5/8 X 3 X 3/8 POLYMAX;36,462
18702750-375PM; GAXETA 2.3/4 X 3.1/8 X 3/8 POLYMAX;41,479
18702750-500BS; GAX. AG 4 2.3/4 X 3.1/8 X 1/2 POLYMAX;50,466
18702875-375PM; GAXETA 2.7/8 X 3.1/4 X 3/8 POLYMAX;43,008
18703125-375BS; GAXETA AG 4 3.1/8 X 3.1/2 X 3/8 POLYMAX;55,107
18703125-375PM; GAXETA 3.1/8 X 3.1/2 X 3/8 POLYMAX;47,018
18703375-375PM; GAXETA 3.3/8 X 3.3/4 X 3/8 POLYMAX;50,082
18703625-375PM; GAXETA 3.5/8 X 4 X 3/8 POLYMAX;54,468
18703875-375PM; GAXETA 3.7/8 X 4.1/4 X 3/8 POLYMAX;56,699
18704125-375PM; GAXETA 4.1/8 X 4.1/2 X 3/8 POLYMAX;72,987
18704375-375PM; GAXETA 4.3/8 X 4.3/4 X 3/8 POLYMAX;69,119
1942PM; GAXETA AG 4 60,00 X 75,00 X 10,00 POLYMAX;41,087
1967PM; GAXETA AG 4 56,00 X 71,00 X 10,00 POLYMAX;57,587
1981PM; GAXETA AG 4 63,00 X 79,00 X 10,00 POLYMAX;62,487
25001000-375BS; GAX. AG 4 1 X 1.1/2 X 3/8 POLYMAX;11,635
25001250-375PM; GAXETA 1.1/4 X 1.3/4 X 3/8 POLYMAX;20,639
25001375-375PM; GAXETA 1.3/8 X 1.7/8 X 3/8 POLYMAX;21,116
25001500-375BS; GAX. AG 4 1.1/2 X 2 X 3/8 POLYMAX;24,081
